code,name
3774,Internet Initiative Japan Inc (3774) Adjusted Stock Prices
3776,"BroadBand Tower, Inc. (3776) Adjusted Stock Prices"
3777,Geonext Corporation (3777) Adjusted Stock Prices
3778,Sakura Internet Inc (3778) Adjusted Stock Prices
3779,J-Escom Holdings Inc (3779) Adjusted Stock Prices
3782,"DDS, Inc. (3782) Adjusted Stock Prices"
3784,Vinx Corp. (3784) Adjusted Stock Prices
3787,"Techno Mathematical Co., Ltd. (3787) Adjusted Stock Prices"
3788,GMO Cloud K.K. (3788) Adjusted Stock Prices
3791,"IG Port., Inc. (3791) Adjusted Stock Prices"
3793,Drecom Co (3793) Adjusted Stock Prices
3796,E-Seikatsu Co (3796) Adjusted Stock Prices
3798,ULS Group Inc. (3798) Adjusted Stock Prices
3799,Keyware Solutions Inc. (3799) Adjusted Stock Prices
3800,Unirita Inc. (3800) Adjusted Stock Prices
3802,"ECOMIC CO.,LTD"
3803,Image Information Inc. (3803) Adjusted Stock Prices
3804,System D Inc. (3804) Adjusted Stock Prices
3807,Fisco Ltd. (3807) Adjusted Stock Prices
3810,"CyberStep, Inc. (3810) Adjusted Stock Prices"
3814,Alphax Food System Co Ltd (3814) Adjusted Stock Prices
3815,Media Kobo Inc (3815) Adjusted Stock Prices
3816,Daiwa Computer Co Ltd (3816) Adjusted Stock Prices
3817,"SRA Holdings, Inc. (3817) Adjusted Stock Prices"
3823,"Acrodea, Inc. (3823) Adjusted Stock Prices"
3825,"Remixpoint,inc. (3825) Adjusted Stock Prices"
3826,System Integrator Corp. (3826) Adjusted Stock Prices
3834,Asahi Net Inc (3834) Adjusted Stock Prices
3835,Ebase Co Ltd (3835) Adjusted Stock Prices
3836,Avant Corporation (3836) Adjusted Stock Prices
3837,Ad-Sol Nissin Corp. (3837) Adjusted Stock Prices
3839,"ODK Solutions Company, Ltd. (3839) Adjusted Stock Prices"
3840,Path Corporation (3840) Adjusted Stock Prices
3841,Jedat Inc. (3841) Adjusted Stock Prices
3842,"Nextgen, Inc. (3842) Adjusted Stock Prices"
3843,"FreeBit Co.,Ltd. (3843) Adjusted Stock Prices"
3844,Comture Corp. (3844) Adjusted Stock Prices
3845,I-Freek Mobile Inc. (3845) Adjusted Stock Prices
3847,Pacific Systems Corp. (3847) Adjusted Stock Prices
3848,"Data Applications Co., Ltd. (3848) Adjusted Stock Prices"
3850,NTT Data Intramart Corp. (3850) Adjusted Stock Prices
3851,Nippon Ichi Software Inc. (3851) Adjusted Stock Prices
3852,"Cyber Com Co., Ltd. (3852) Adjusted Stock Prices"
3853,Infoteria Corporation (3853) Adjusted Stock Prices
3854,I`LL Inc (3854) Adjusted Stock Prices
3856,Realcom Inc. (3856) Adjusted Stock Prices
3857,LAC Co.Ltd. (3857) Adjusted Stock Prices
3858,Ubiquitous Corp (3858) Adjusted Stock Prices
3861,Oji Holdings Corporation (3861) Adjusted Stock Prices
3863,Nippon Paper Industries Co. Ltd. (3863) Adjusted Stock Prices
3864,Mitsubishi Paper Mills Limited (3864) Adjusted Stock Prices
3865,Hokuetsu Kishu Paper Co Ltd (3865) Adjusted Stock Prices
3877,Chuetsu Pulp & Paper Co Ltd (3877) Adjusted Stock Prices
3878,"Tomoegawa Co., Ltd. (3878) Adjusted Stock Prices"
3880,Daio Paper Corporation (3880) Adjusted Stock Prices
3891,Nippon Kodoshi Corporation (3891) Adjusted Stock Prices
3892,"Okayama Paper Industries Co., Ltd. (3892) Adjusted Stock Prices"
3895,Havix Corp (3895) Adjusted Stock Prices
3896,Awa Paper Mfg Co Ltd (3896) Adjusted Stock Prices
3900,CrowdWorks Inc. (3900) Adjusted Stock Prices
3901,MarkLines Co. Ltd. (3901) Adjusted Stock Prices
3902,Medical Data Vision Co. Ltd. (3902) Adjusted Stock Prices
3903,Gumi Inc. (3903) Adjusted Stock Prices
3904,Kayac Inc (3904) Adjusted Stock Prices
3905,Datasection Inc (3905) Adjusted Stock Prices
3906,Albert Inc (3906) Adjusted Stock Prices
3907,Silicon Studio Corp (3907) Adjusted Stock Prices
3908,Collabos Corporation (3908) Adjusted Stock Prices
3909,Showcase-TV Inc (3909) Adjusted Stock Prices
3910,MKSystem Corporation (3910) Adjusted Stock Prices
3911,Aiming Inc (3911) Adjusted Stock Prices
3912,Mobile Factory Inc (3912) Adjusted Stock Prices
3913,sMedio Inc (3913) Adjusted Stock Prices
3914,JIG-SAW Inc (3914) Adjusted Stock Prices
3915,TerraSky Co.Ltd (3915) Adjusted Stock Prices
3916,Digital Information Technologies Corporation (3916) Adjusted Stock Prices
3917,iRidge Inc (3917) Adjusted Stock Prices
3918,PCI Holdings Inc (3918) Adjusted Stock Prices
3919,Pipedo HD Inc (3919) Adjusted Stock Prices
3920,Internetworking and Broadband Consulting Co.Ltd. (3920) Adjusted Stock Prices
3921,Neojapan Inc (3921) Adjusted Stock Prices
3922,Pr Times Inc. (3922) Adjusted Stock Prices
3923,Rakus Co. Ltd. (3923) Adjusted Stock Prices
3924,R&D Computer Co. Ltd (3924) Adjusted Stock Prices
3925,Double Standard Inc. (3925) Adjusted Stock Prices
3926,Open Door Inc. (3926) Adjusted Stock Prices
3927,Ahkun Co. Ltd. (3927) Adjusted Stock Prices
3928,Mynet Inc. (3928) Adjusted Stock Prices
3929,Socialwire Co. Ltd. (3929) Adjusted Stock Prices
3930,Hatena Co. Ltd. (3930) Adjusted Stock Prices
3931,Value Golf Inc. (3931) Adjusted Stock Prices
3932,Akatsuki Inc. (3932) Adjusted Stock Prices
3933,Chieru Co. Ltd. (3933) Adjusted Stock Prices
3934,Benefit Japan Co. Ltd. (3934) Adjusted Stock Prices
3935,Edia Co. Ltd. (3935) Adjusted Stock Prices
3936,Globalway Inc. (3936) Adjusted Stock Prices
3937,Aws Holdings Inc. (3937) Adjusted Stock Prices
3938,Line Corporation (3938) Adjusted Stock Prices
3939,Kanamic Network Co. Ltd (3939) Adjusted Stock Prices
3940,Nomura System Corporation Co Ltd (3940) Adjusted Stock Prices
3941,Rengo Co. Ltd. (3941) Adjusted Stock Prices
3944,Furubayashi Shiko Co. Ltd. (3944) Adjusted Stock Prices
3945,Superbag Company Limited (3945) Adjusted Stock Prices
3946,Tomoku Co. Ltd (3946) Adjusted Stock Prices
3947,Dynapac Co. Ltd. (3947) Adjusted Stock Prices
3948,Hikari Business Form Co. Ltd (3948) Adjusted Stock Prices
3950,Pack Corporation (3950) Adjusted Stock Prices
3951,Asahi Printing Co. Ltd. (3951) Adjusted Stock Prices
3953,"Ohmura Shigyo Co., Ltd. (3953) Adjusted Stock Prices"
3954,Showa Paxxs Corporation (3954) Adjusted Stock Prices
3955,Imura Envelope Co. Inc (3955) Adjusted Stock Prices
3956,Kokusai Chart Corp. (3956) Adjusted Stock Prices
3960,Valuedesign Inc. (3960) Adjusted Stock Prices
3961,Silver Egg Technology Co Ltd. (3961) Adjusted Stock Prices
3962,Change Inc. (3962) Adjusted Stock Prices
3963,Synchro Food Co. Ltd. (3963) Adjusted Stock Prices
3964,AUCNET INC
3965,Capital Asset Planning Inc (3965) Adjusted Stock Prices
3966,Uzabase Inc. (3966) Adjusted Stock Prices
3967,Eltes Co Ltd (3967) Adjusted Stock Prices
3968,Segue Group Co. Ltd. (3968) Adjusted Stock Prices
3969,Atled Corp. (3969) Adjusted Stock Prices
3970,Innovation Inc. (3970) Adjusted Stock Prices
3974,TBCSCAT Inc. (3974) Adjusted Stock Prices
3975,AOI TYO Holdings Inc. (3975) Adjusted Stock Prices
3976,Shanon Inc. (3976) Adjusted Stock Prices
3978,"MACROMILL,INC."
3979,"ULURU.CO.,LTD."
3981,Beaglee Inc. 
3983,"ORO Co.,Ltd."
3984,"User Local,Inc."
3985,TEMONA.inc.
3986,"bBreak Systems Company,Limited"
3987,Ecomott Inc.
3988,"SYS Holdings Co.,Ltd."
3989,SHARINGTECHNOLOGY.INC
3990,"UUUM co.,ltd"
3991,"Wantedly,Inc "
3992,Needs Well Inc.
3993,PKSHA Technology Inc
3994,"Money Forward,Inc."
3995,SKIYAKI Inc.
3996,Signpost Corporation
3997,"TRADE WORKS Co.,Ltd"
3998,"SuRaLa Net Co.,Ltd."
3999, KnowledgeSuite Inc. 
4004,Showa Denko K K (4004) Adjusted Stock Prices
4005,Sumitomo Chemical Company Limited (4005) Adjusted Stock Prices
4008,Sumitomo Seika Chemicals Company Limited (4008) Adjusted Stock Prices
4021,Nissan Chemical Industries Ltd. (4021) Adjusted Stock Prices
4022,Rasa Industries Ltd. (4022) Adjusted Stock Prices
4023,Kureha Corp. (4023) Adjusted Stock Prices
4025,Taki Chemical Co. Ltd. (4025) Adjusted Stock Prices
4026,Konoshima Chemical Co. Ltd. (4026) Adjusted Stock Prices
4027,Tayca Corporation (4027) Adjusted Stock Prices
4028,Ishihara Sangyo Kaisha Ltd (4028) Adjusted Stock Prices
4031,Katakura & Co-Op Agri Corporation (4031) Adjusted Stock Prices
4041,Nippon Soda Co. Ltd. (4041) Adjusted Stock Prices
4042,Tosoh Corporation (4042) Adjusted Stock Prices
4043,Tokuyama Corporation (4043) Adjusted Stock Prices
4044,Central Glass Co Ltd (4044) Adjusted Stock Prices
4045,Toagosei Co. Ltd (4045) Adjusted Stock Prices
4046,Osaka Soda Co.Ltd. (4046) Adjusted Stock Prices
4047,Kanto Denka Kogyo Co. Ltd (4047) Adjusted Stock Prices
4052,Ficha Inc.
4061,Denka Company Limited (4061) Adjusted Stock Prices
4062,Ibiden Co Ltd (4062) Adjusted Stock Prices
4063,Shin-Etsu Chemical Co. Ltd. (4063) Adjusted Stock Prices
4064,Nippon Carbide Industries Company Incorporated (4064) Adjusted Stock Prices
4078,Sakai Chemical Industry Co. Ltd. (4078) Adjusted Stock Prices
4080,Tanaka Chemical Corporation (4080) Adjusted Stock Prices
4082,Daiichi Kigenso Kagaku-Kogyo Co. Ltd. (4082) Adjusted Stock Prices
4088,Air Water Inc (4088) Adjusted Stock Prices
4091,Taiyo Nippon Sanso Corporation (4091) Adjusted Stock Prices
4092,Nippon Chemical Industrial Co. Ltd. (4092) Adjusted Stock Prices
4093,Toho Acetylene Co. Ltd (4093) Adjusted Stock Prices
4094,Nihon Kagaku Sangyo Co. Ltd. (4094) Adjusted Stock Prices
4095,Nihon Parkerizing Co. Ltd. (4095) Adjusted Stock Prices
4097,Koatsu Gas Kogyo Co. Ltd (4097) Adjusted Stock Prices
4098,Titan Kogyo Kabushiki Kaisha (4098) Adjusted Stock Prices
4099,Shikoku Chemicals Corporation (4099) Adjusted Stock Prices
4100,Toda Kogyo Corp. (4100) Adjusted Stock Prices
4102,Maruo Calcium Co. Ltd. (4102) Adjusted Stock Prices
4107,Ise Chemicals Corporation (4107) Adjusted Stock Prices
4109,Stella Chemifa Corporation (4109) Adjusted Stock Prices
4112,Hodogaya Chemical Co Ltd (4112) Adjusted Stock Prices
4113,Taoka Chemical Company Limited (4113) Adjusted Stock Prices
4114,Nippon Shokubai Kagaku Kogyo Co (4114) Adjusted Stock Prices
4115,Honshu Chemical Industry Co Ltd (4115) Adjusted Stock Prices
4116,Dainichiseika Colour & Chemicals Mfg. Co. Ltd (4116) Adjusted Stock Prices
4118,Kaneka Corporation (4118) Adjusted Stock Prices
4119,Nippon Pigment Company Limited (4119) Adjusted Stock Prices
4120,Sugai Chemical Industry Co. Ltd. (4120) Adjusted Stock Prices
4124,OSAKA YUKA INDUSTRY LTD.
4151,Kyowa Hakko Kirin Co Ltd (4151) Adjusted Stock Prices
4182,Mitsubishi Gas Chemical Company Inc. (4182) Adjusted Stock Prices
4183,Mitsui Chemicals Inc. (4183) Adjusted Stock Prices
4185,JSR Corporation (4185) Adjusted Stock Prices
4186,Tokyo Ohka Kogyo Co. Ltd (4186) Adjusted Stock Prices
4187,Osaka Organic Chemical Industry Ltd. (4187) Adjusted Stock Prices
4188,Mitsubishi Chemical Holdings Corp. (4188) Adjusted Stock Prices
4189,KH Neochem Co Ltd. (4189) Adjusted Stock Prices
4202,Daicel Corporation (4202) Adjusted Stock Prices
4203,Sumitomo Bakelite Company Limited (4203) Adjusted Stock Prices
4204,Sekisui Chemical Co. Ltd. (4204) Adjusted Stock Prices
4205,Zeon Corp (4205) Adjusted Stock Prices
4206,Aica Kogyo Co. Ltd (4206) Adjusted Stock Prices
4208,Ube Industries Ltd. (Japan) (4208) Adjusted Stock Prices
4212,Sekisui Jushi Corporation (4212) Adjusted Stock Prices
4215,Takiron Co. Ltd (4215) Adjusted Stock Prices
4216,Asahi Yukizai Corporation (4216) Adjusted Stock Prices
4218,Nichiban Co. Ltd. (4218) Adjusted Stock Prices
4220,Riken Technos Corp. (4220) Adjusted Stock Prices
4221,Okura Industrial Co. Ltd (4221) Adjusted Stock Prices
4222,Kodama Chemical Industry Co. Ltd (4222) Adjusted Stock Prices
4224,Lonseal Corporation (4224) Adjusted Stock Prices
4228,Sekisui Plastics Co. Ltd. (4228) Adjusted Stock Prices
4229,Gun Ei Chemical Industry Co Ltd (4229) Adjusted Stock Prices
4231,Tigers Polymer Corporation (4231) Adjusted Stock Prices
4234,Sun A.Kaken Co. Ltd. (4234) Adjusted Stock Prices
4235,Daiichi Kasei Co (4235) Adjusted Stock Prices
4237,Fujipream Corporation (4237) Adjusted Stock Prices
4238,"Miraial Co., Ltd. (4238) Adjusted Stock Prices"
4240,"Cluster Technology Co., Ltd. (4240) Adjusted Stock Prices"
4241,Atect Corp. (4241) Adjusted Stock Prices
4242,Takagi Seiko Corp. (4242) Adjusted Stock Prices
4243,"Nix, Inc. (4243) Adjusted Stock Prices"
4245,Daiki Axis Co.Ltd (4245) Adjusted Stock Prices
4246,DaikyoNishikawa Corporation (4246) Adjusted Stock Prices
4248,Takemoto Yohki Co. Ltd. (4248) Adjusted Stock Prices
4249,"MORIROKU HOLDINGS COMPANY,LTD."
4251,KEIWA Incorporated
4272,Nippon Kayaku Co. Ltd. (4272) Adjusted Stock Prices
4274,"Hosoya Pyro-Engineering Co., Ltd. (4274) Adjusted Stock Prices"
4275,Carlit Holdings Co Ltd (4275) Adjusted Stock Prices
4282,EPS Holdings Inc. (4282) Adjusted Stock Prices
4284,"Solxyz Co., Ltd (4284) Adjusted Stock Prices"
4286,Legs Company Ltd (4286) Adjusted Stock Prices
4287,Just Planning Inc (4287) Adjusted Stock Prices
4288,Asgent Inc (4288) Adjusted Stock Prices
4290,Prestige International Inc (4290) Adjusted Stock Prices
4293,"Septeni Holdings Co., Ltd. (4293) Adjusted Stock Prices"
4295,Faith Inc (4295) Adjusted Stock Prices
4298,Proto Corporation (4298) Adjusted Stock Prices
4299,Himacs Ltd (4299) Adjusted Stock Prices
4301,Amuse Inc (4301) Adjusted Stock Prices
4304,Estore Corp. (4304) Adjusted Stock Prices
4307,Nomura Research Institute Ltd. (4307) Adjusted Stock Prices
4308,J-Stream Inc. (4308) Adjusted Stock Prices
4310,Dream Incubator Inc. (4310) Adjusted Stock Prices
4312,Cybernet Systems Co. Ltd (4312) Adjusted Stock Prices
4316,Bemap Inc (4316) Adjusted Stock Prices
4317,Ray Corporation (4317) Adjusted Stock Prices
4318,Quick Co. Ltd (4318) Adjusted Stock Prices
4319,Tac Co. Ltd (4319) Adjusted Stock Prices
4320,CE Holdings Co Ltd. (4320) Adjusted Stock Prices
4321,"Kenedix, Inc. (4321) Adjusted Stock Prices"
4323,Japan System Techniques Co. Ltd (4323) Adjusted Stock Prices
4324,Dentsu Inc (4324) Adjusted Stock Prices
4326,Intage Holdings Inc (4326) Adjusted Stock Prices
4327,SHL-Japan Ltd (4327) Adjusted Stock Prices
4331,Take and Give. Needs Co. Ltd. (4331) Adjusted Stock Prices
4333,Toho Systems Science Co (4333) Adjusted Stock Prices
4334,Yuke`s Co Ltd (4334) Adjusted Stock Prices
4335,IPS Co Ltd (4335) Adjusted Stock Prices
4336,Crie Anabuki Inc. (4336) Adjusted Stock Prices
4337,PIA Corp. (4337) Adjusted Stock Prices
4341,Seiryo Electric Corporation (4341) Adjusted Stock Prices
4342,Secom Joshinetsu Co (4342) Adjusted Stock Prices
4343,Aeon Fantasy Co (4343) Adjusted Stock Prices
4344,Sourcenext Corporation (4344) Adjusted Stock Prices
4345,CTS Co (4345) Adjusted Stock Prices
4346,Nexyz Group Corporation (4346) Adjusted Stock Prices
4347,Broadmedia Corp. (4347) Adjusted Stock Prices
4348,Infocom Corp (4348) Adjusted Stock Prices
4350,Medical System Network (4350) Adjusted Stock Prices
4351,"Yamada Servicer Synthetic Office Co., Ltd. (4351) Adjusted Stock Prices"
4355,Longlife Holdings Co. Ltd (4355) Adjusted Stock Prices
4356,Applied Technology Co. Ltd. (4356) Adjusted Stock Prices
4361,Kawaguchi Chemical Industry Co. Ltd (4361) Adjusted Stock Prices
4362,Nippon Fine Chemical Co. Ltd. (4362) Adjusted Stock Prices
4364,Manac Incorporated (4364) Adjusted Stock Prices
4365,Matsumoto Yushi Seiyaku Co. Ltd. (4365) Adjusted Stock Prices
4366,Daito Chemix Corporation (4366) Adjusted Stock Prices
4367,Koei Chemical Co. Ltd (4367) Adjusted Stock Prices
4368,Fuso Chemical Co. Ltd (4368) Adjusted Stock Prices
4369,Tri Chemical Laboratories Inc. (4369) Adjusted Stock Prices
4380,M - mart Inc.
4381,"BPLATS,Inc."
4382,"HEROZ,Inc. "
4384,RAKSUL INC. 
4385,"Mercari,Inc."
4386,"SIG Co.,Ltd."
4387,"ZUU Co.,Ltd."
4388,"AI,Inc."
4389,"Property Data Bank,Inc."
4390,"IPS,Inc. "
4391,"Logizard Co.,Ltd. "
4392,"Future Innovation Group,Inc. **"
4393,"Bank of Innovation,Inc."
4394,"eXmotion Co.,Ltd. "
4395,Accrete Inc. 
4396,System Support Inc.
4397,TeamSpirit Inc.
4398,"BroadBand Security,Inc. "
4399,Kufu Company Inc. ** 
4401,Adeka Corp (4401) Adjusted Stock Prices
4403,NOF Corporation (4403) Adjusted Stock Prices
4404,Miyoshi Oil & Flat Co. Ltd. (4404) Adjusted Stock Prices
4406,New Japan Chemical Co. Ltd. (4406) Adjusted Stock Prices
4409,Toho Chemical Industry Co. Ltd (4409) Adjusted Stock Prices
4410,Harima Chemicals Group Inc (4410) Adjusted Stock Prices
4420,"eSOL Co.,Ltd."
4421,"D.I.System Co.,Ltd."
4422,VALUENEX Japan Inc.
4423,ARTERIA Networks Corporation
4424,"Amazia,inc. "
4425,Kudan Inc.
4427,"EduLab,Inc."
4428,Link Inc.
4429,"Ricksoft Co.,Ltd."
4430,"TOKAI SOFT CO.,LTD."
4431,"Smaregi,Inc."
4433,"HITO-Communications Holdings,Inc. **"
4434,"Serverworks Co.,Ltd."
4435,"kaonavi,inc. "
4436,"MINKABU THE INFONOID,Inc."
4437,"gooddays holdings,Inc. "
4438,Welby Inc. 
4439,"TOUMEI CO.,LTD. "
4440,WITZ Corporation 
4441,Tobila Systems Inc. 
4442,"VALTES CO.,LTD."
4443,"Sansan,Inc. "
4444,  infoNet inc. 
4445,Living Technologies Inc.
4446,Link-U Inc. 
4448,"Chatwork Co.,Ltd."
4449,giftee Inc.
4450,"Power Solutions,Ltd."
4452,Kao Corporation (4452) Adjusted Stock Prices
4461,DKS Co Ltd (4461) Adjusted Stock Prices
4462,Ishihara Chemical Co Ltd (4462) Adjusted Stock Prices
4463,Nicca Chemical Co.Ltd (4463) Adjusted Stock Prices
4464,Soft99 Corporation (4464) Adjusted Stock Prices
4465,"Niitaka Co., Ltd. (4465) Adjusted Stock Prices"
4471,Sanyo Chemical Industries Ltd. (4471) Adjusted Stock Prices
4475,HENNGE K.K.
4476,AI CROSS Inc.
4477,"BASE,Inc."
4478,freee K.K.
4479,"Makuake,Inc."
4480,"MEDLEY,INC."
4481,"BASE CO.,LTD."
4482,WILLs Inc.
4483,JMDC Inc.
4484,"LANCERS,INC"
4485,JTOWER Inc.
4486,Unite and Grow Inc.
4487,"Space Market,Inc."
4488,AI inside Inc.
4490,VisasQ Inc.
4491,"Computer Management Co.,Ltd."
4492,GENETEC CORPORATION
4493,"Cyber Security Cloud,Inc."
4496,Commerce One Holdings Inc.
4497,Locoguide Inc.
4502,Takeda Pharmaceutical Co (4502) Adjusted Stock Prices
4503,Astellas Pharma Inc. (4503) Adjusted Stock Prices
4506,Sumitomo Dainippon Pharma Co. Ltd (4506) Adjusted Stock Prices
4507,Shionogi & Co. Ltd. (4507) Adjusted Stock Prices
4512,"Wakamoto Pharmaceutical Co., Ltd. (4512) Adjusted Stock Prices"
4514,"ASKA Pharmaceutical Co., Ltd. (4514) Adjusted Stock Prices"
4516,Nippon Shinyaku Co. Ltd. (4516) Adjusted Stock Prices
4517,Biofermin Pharmaceutical Co. Ltd. (4517) Adjusted Stock Prices
4519,Chugai Pharmaceutical Co Ltd (4519) Adjusted Stock Prices
4521,Kaken Pharmaceutical Co Ltd (4521) Adjusted Stock Prices
4523,Eisai Co Ltd (4523) Adjusted Stock Prices
4524,Morishita Jintan Co. Ltd. (4524) Adjusted Stock Prices
4526,Riken Vitamin Co. Ltd. (4526) Adjusted Stock Prices
4527,Rohto Pharmaceutical Co. Ltd. (4527) Adjusted Stock Prices
4528,Ono Pharmaceutical Co. Ltd (4528) Adjusted Stock Prices
4530,Hisamitsu Pharmaceutical Co Ltd (4530) Adjusted Stock Prices
4531,Yuki Gosei Kogyo Co Ltd (4531) Adjusted Stock Prices
4534,Mochida Pharmaceutical Co. Ltd. (4534) Adjusted Stock Prices
4536,Santen Pharmaceutical Co. Ltd. (4536) Adjusted Stock Prices
4538,Fuso Pharmaceutical Industries Ltd. (4538) Adjusted Stock Prices
4539,Nippon Chemiphar Co. Ltd. (4539) Adjusted Stock Prices
4540,Tsumura & Co. (4540) Adjusted Stock Prices
4541,"Nichi-iko Pharmaceutical Co., Ltd. (4541) Adjusted Stock Prices"
4543,Terumo Corporation (4543) Adjusted Stock Prices
4544,Miraca Holdings Inc. (4544) Adjusted Stock Prices
4547,Kissei Pharmaceutical Co. Ltd (4547) Adjusted Stock Prices
4548,Seikagaku Corporation (4548) Adjusted Stock Prices
4549,Eiken Chemical Co Ltd (4549) Adjusted Stock Prices
4550,Nissui Pharmaceutical Co. Ltd. (4550) Adjusted Stock Prices
4551,Torii Pharmaceutical Co. Ltd (4551) Adjusted Stock Prices
4552,JCR Pharmaceuticals Co. Ltd. (4552) Adjusted Stock Prices
4553,"Towa Pharmaceutical Co., Ltd. (4553) Adjusted Stock Prices"
4554,"Fuji Pharma Co., Ltd. (4554) Adjusted Stock Prices"
4555,Sawai Pharmaceutical Co. Ltd. (4555) Adjusted Stock Prices
4556,Kainos Laboratories Inc (4556) Adjusted Stock Prices
4557,Medical & Biological Laboratories Co. Ltd. (4557) Adjusted Stock Prices
4558,"Chukyo Iyakuhin Co., Ltd. (4558) Adjusted Stock Prices"
4559,Zeria Pharmaceutical Co. Ltd. (4559) Adjusted Stock Prices
4563,Anges MG Inc (4563) Adjusted Stock Prices
4564,Oncotherpapy Science Inc (4564) Adjusted Stock Prices
4565,Sosei Group Corp. (4565) Adjusted Stock Prices
4568,"Daiichi Sankyo Co., Ltd. (4568) Adjusted Stock Prices"
4569,"Kyorin Holdings, Inc. (4569) Adjusted Stock Prices"
4570,"Immuno-Biological Laboratories Co., Ltd. (4570) Adjusted Stock Prices"
4571,nanocarrier Co Ltd (4571) Adjusted Stock Prices
4572,Carna Biosciences Inc. (4572) Adjusted Stock Prices
4574,Taiko Pharmaceutical (4574) Adjusted Stock Prices
4575,CanBas Co Ltd (4575) Adjusted Stock Prices
4576,"D.Western Therapeutics Institute, Inc. (4576) Adjusted Stock Prices"
4577,"Daito Pharmaceutical Co., Ltd (4577) Adjusted Stock Prices"
4578,"Otsuka Holdings Co.,Ltd. (4578) Adjusted Stock Prices"
4579,RaQualia Pharma Inc. (4579) Adjusted Stock Prices
4581,Taisho Pharmaceutical Holdings Co. Ltd. (4581) Adjusted Stock Prices
4582,SymBio Pharmaceuticals Limited (4582) Adjusted Stock Prices
4583,Chiome Bioscience Inc. (4583) Adjusted Stock Prices
4584,Gene Techno Science Co Ltd (4584) Adjusted Stock Prices
4586,Medrx Co Ltd. (4586) Adjusted Stock Prices
4587,PeptiDream Inc. (4587) Adjusted Stock Prices
4588,Oncolys BioPharma Inc. (4588) Adjusted Stock Prices
4591,Ribomic Inc (4591) Adjusted Stock Prices
4592,SanBio Company Limited (4592) Adjusted Stock Prices
4593,Healios K.K. (4593) Adjusted Stock Prices
4594,Greenpeptide Co.Ltd. (4594) Adjusted Stock Prices
4595,Mizuho Medy Co. Ltd. (4595) Adjusted Stock Prices
4596,Kubota Pharmaceutical Holdings Co Ltd (4596) Adjusted Stock Prices
4597,Solasia Pharma K.K.
4598,"Delta-Fly Pharma,Inc."
4599,StemRIM 
4611,Dai Nippon Toryo Co. Ltd (4611) Adjusted Stock Prices
4612,Nippon Paint Holdings Co. Ltd. (4612) Adjusted Stock Prices
4613,Kansai Paint Co. Ltd (4613) Adjusted Stock Prices
4615,Shinto Paint Company Limited (4615) Adjusted Stock Prices
4616,Kawakami Paint Manufacturing co. Ltd. (4616) Adjusted Stock Prices
4617,Chugoku Marine Paints Ltd (4617) Adjusted Stock Prices
4619,Nihon Tokushu Toryo Co. Ltd. (4619) Adjusted Stock Prices
4620,Fujikura Kasei Co. Ltd. (4620) Adjusted Stock Prices
4621,Rock Paint Co. Ltd. (4621) Adjusted Stock Prices
4623,Asahipen Corporation (4623) Adjusted Stock Prices
4624,Isamu Paint Co. Ltd. (4624) Adjusted Stock Prices
4625,Atomix Co. Ltd. (4625) Adjusted Stock Prices
4626,"Taiyo Holdings Co., Ltd. (4626) Adjusted Stock Prices"
4627,natoco Co. Ltd (4627) Adjusted Stock Prices
4628,SK Kaken Co. Ltd. (4628) Adjusted Stock Prices
4629,"Daishin Chemical Co., Ltd. (4629) Adjusted Stock Prices"
4631,DIC Corporation (4631) Adjusted Stock Prices
4633,Sakata Inx Corporation (4633) Adjusted Stock Prices
4634,Toyo Ink SC Holdings Co.Ltd. (4634) Adjusted Stock Prices
4635,Tokyo Printing Ink Mfg. Co. Ltd (4635) Adjusted Stock Prices
4636,T & K Toka Co. Ltd. (4636) Adjusted Stock Prices
4640,Andor Co. Ltd. (4640) Adjusted Stock Prices
4641,Altech Corporation (4641) Adjusted Stock Prices
4642,Original Engineering Consultants Co. Ltd. (4642) Adjusted Stock Prices
4644,Imagineer Co. Ltd (4644) Adjusted Stock Prices
4645,"Ichishin Holdings Co.,Ltd. (4645) Adjusted Stock Prices"
4650,SD Entertainment Inc (4650) Adjusted Stock Prices
4651,Sanix Incorporated (4651) Adjusted Stock Prices
4653,Daiohs Corporation (4653) Adjusted Stock Prices
4657,Environmental Control Center Co. Ltd (4657) Adjusted Stock Prices
4658,Nippon Air conditioning Services Co. Ltd (4658) Adjusted Stock Prices
4659,Ajis Co. Ltd. (4659) Adjusted Stock Prices
4661,Oriental Land Co. Ltd. (4661) Adjusted Stock Prices
4662,Focus Systems Corp. (4662) Adjusted Stock Prices
4664,Japan Reliance Service Corporation (4664) Adjusted Stock Prices
4665,Duskin Co.Ltd (4665) Adjusted Stock Prices
4666,Park24 Co. Ltd. (4666) Adjusted Stock Prices
4667,Aisan Technology Co. Ltd. (4667) Adjusted Stock Prices
4668,Meiko Network Japan Co. Ltd. (4668) Adjusted Stock Prices
4669,Nippan Rental Co. Ltd (4669) Adjusted Stock Prices
4671,Falco Holdings Co. Ltd. (4671) Adjusted Stock Prices
4673,Kawasaki Geological Engineering Co. Ltd (4673) Adjusted Stock Prices
4674,Cresco Ltd (4674) Adjusted Stock Prices
4676,Fuji Media Holdings Inc (4676) Adjusted Stock Prices
4678,Shuei Yobiko Co. Ltd (4678) Adjusted Stock Prices
4679,"Taya Co., Ltd. (4679) Adjusted Stock Prices"
