code,name
1814,Daisue Construction Co. Ltd (1814) Adjusted Stock Prices
1815,Tekken Corporation (1815) Adjusted Stock Prices
1820,Nishimatsu Construction Co. Ltd. (1820) Adjusted Stock Prices
1821,"Sumitomo Mitsui Construction Co., Ltd. (1821) Adjusted Stock Prices"
1822,Daiho Corporation (1822) Adjusted Stock Prices
1824,Maeda Corporation (1824) Adjusted Stock Prices
1826,Sata Construction Co. Ltd. (1826) Adjusted Stock Prices
1827,nakano Corporation (1827) Adjusted Stock Prices
1828,Tanabe Engineering Corp. (1828) Adjusted Stock Prices
1833,Okumura Corporation (1833) Adjusted Stock Prices
1835,Totetsu Kogyo Co. Ltd (1835) Adjusted Stock Prices
1840,Tsuchiya Holdings Co. Ltd (1840) Adjusted Stock Prices
1841,Sanyu Construction Co. Ltd. (1841) Adjusted Stock Prices
1844,Ohmori Co. Ltd (1844) Adjusted Stock Prices
1847,Ichiken Co. Ltd (1847) Adjusted Stock Prices
1848,Fuji P S Corporation (1848) Adjusted Stock Prices
1850,nankai Tatsumura Construction Co. Ltd. (1850) Adjusted Stock Prices
1852,Asanuma Corporation (1852) Adjusted Stock Prices
1853,Mori-Gumi Co. Ltd. (1853) Adjusted Stock Prices
1860,Toda Corporation (1860) Adjusted Stock Prices
1861,Kumagai Gumi Co. Ltd. (1861) Adjusted Stock Prices
1866,Kitano Construction Corp. (1866) Adjusted Stock Prices
1867,Ueki Corporation (1867) Adjusted Stock Prices
1870,"Yahagi Construction Co.,Ltd. (1870) Adjusted Stock Prices"
1871,"P.S.Mitsubishi Construction Co.,Ltd. (1871) Adjusted Stock Prices"
1873,Nihon House Holdings Co.Ltd (1873) Adjusted Stock Prices
1878,Daito Trust Construction Co Ltd (1878) Adjusted Stock Prices
1879,Shinnihon Corporation (1879) Adjusted Stock Prices
1881,Nippo Corp. (1881) Adjusted Stock Prices
1882,Toa Road Corp. (1882) Adjusted Stock Prices
1883,Maeda Road Construction Co. Ltd. (1883) Adjusted Stock Prices
1884,Nippon Road Co. Ltd (1884) Adjusted Stock Prices
1885,Toa Corporation (Construction) (1885) Adjusted Stock Prices
1887,JDC CORPORATION
1888,"Wakachiku Construction Co.,Ltd. (1888) Adjusted Stock Prices"
1890,Toyo Construction Co. Ltd (1890) Adjusted Stock Prices
1893,Penta-Ocean Construction Co. Ltd. (1893) Adjusted Stock Prices
1897,Kaneshita Construction Co. Ltd. (1897) Adjusted Stock Prices
1898,Seikitokyu Kogyo Co. Ltd. (1898) Adjusted Stock Prices
1899,Fukuda Corp. (1899) Adjusted Stock Prices
1904,Taisei Oncho Co. Ltd. (1904) Adjusted Stock Prices
1905,Tenox Corporation (1905) Adjusted Stock Prices
1909,Nippon Dry-Chemical Co Ltd. (1909) Adjusted Stock Prices
1911,Sumitomo Forestry Co. Ltd. (1911) Adjusted Stock Prices
1914,Japan Foundation Engineering Co. Ltd. (1914) Adjusted Stock Prices
1921,Tomoe Corporation (1921) Adjusted Stock Prices
1925,Daiwa House Industry Co. Ltd (1925) Adjusted Stock Prices
1926,Raito Kogyo Co. Ltd. (1926) Adjusted Stock Prices
1928,Sekisui House Ltd. (1928) Adjusted Stock Prices
1929,Nittoc Construction Co. Ltd. (1929) Adjusted Stock Prices
1930,Hokuriku Electrical Construction Co Ltd (1930) Adjusted Stock Prices
1934,Yurtec Corporation (1934) Adjusted Stock Prices
1938,Nippon Rietec Co.Ltd. (1938) Adjusted Stock Prices
1939,Yondenko Corporation (1939) Adjusted Stock Prices
1941,Chudenko Corporation (1941) Adjusted Stock Prices
1942,Kandenko Co. Ltd. (1942) Adjusted Stock Prices
1944,Kinden Corporation (1944) Adjusted Stock Prices
1945,Tokyo Energy & Systems Inc (1945) Adjusted Stock Prices
1946,Toenec Corporation (1946) Adjusted Stock Prices
1948,Kodensha Co. Ltd (1948) Adjusted Stock Prices
1949,Sumitomo Densetsu Co. Ltd. (1949) Adjusted Stock Prices
1950,Nippon Densetsu Kogyo Co. Ltd. (1950) Adjusted Stock Prices
1951,Kyowa Exeo Corporation (1951) Adjusted Stock Prices
1952,Shin Nippon Air Technologies Co. Ltd. (1952) Adjusted Stock Prices
1954,Nippon Koei Co. Ltd (1954) Adjusted Stock Prices
1959,Kyudenko Corporation (1959) Adjusted Stock Prices
1960,Sanyo Engineering & Construction Inc. (1960) Adjusted Stock Prices
1961,Sanki Engineering Co. Ltd. (1961) Adjusted Stock Prices
1963,JGC Corporation (1963) Adjusted Stock Prices
1964,Chugai Ro Co Ltd (1964) Adjusted Stock Prices
1965,Techno Ryowa Ltd (1965) Adjusted Stock Prices
1966,Takada Corporation (1966) Adjusted Stock Prices
1967,Yamato Corporation (1967) Adjusted Stock Prices
1968,Taihei Dengyo Kaisha Ltd (1968) Adjusted Stock Prices
1969,Takasago Thermal Engineering Co. Ltd (1969) Adjusted Stock Prices
1971,Chuo Build Industry Co Ltd (1971) Adjusted Stock Prices
1972,Sanko Metal Industrial Co. Ltd. (1972) Adjusted Stock Prices
1973,NEC Networks & System Integration Corp. (1973) Adjusted Stock Prices
1975,Asahi Kogyosha Co. Ltd (1975) Adjusted Stock Prices
1976,Meisei Industrial Co. Ltd. (1976) Adjusted Stock Prices
1979,Taikisha Ltd (1979) Adjusted Stock Prices
1980,Dai-Dan Co. Ltd (1980) Adjusted Stock Prices
1981,Kyowanissei Co (1981) Adjusted Stock Prices
1982,Hibiya Engineering Ltd (1982) Adjusted Stock Prices
1992,Kanda Tsushinki Co. Ltd (1992) Adjusted Stock Prices
1994,Takahashi Curtain Wall Corporation (1994) Adjusted Stock Prices
1997,"Akatsuki Eazima Co., Ltd. (1997) Adjusted Stock Prices"
2001,Nippon Flour Mills Co. Ltd. (2001) Adjusted Stock Prices
2002,Nisshin Seifun Group Inc (2002) Adjusted Stock Prices
2003,"Nitto Fuji Flour Milling Co., Ltd. (2003) Adjusted Stock Prices"
2004,Showa Sangyo Co. Ltd. (2004) Adjusted Stock Prices
2009,Torigoe Co. Ltd (2009) Adjusted Stock Prices
2053,Chubu Shiryo Co Ltd (2053) Adjusted Stock Prices
2055,Nichiwa Sangyo Co. Ltd. (2055) Adjusted Stock Prices
2060,Feed One Co. Ltd. (2060) Adjusted Stock Prices
2107,Toyo Sugar Refining Co. Ltd (2107) Adjusted Stock Prices
2108,Nippon Beet Sugar Manufacturing Co. Ltd. (2108) Adjusted Stock Prices
2109,Mitsui Sugar Co. Ltd. (2109) Adjusted Stock Prices
2112,Ensuiko Sugar Refining Co Ltd (2112) Adjusted Stock Prices
2114,Fuji Nihon Seito Corporation (2114) Adjusted Stock Prices
2117,Nissin Sugar Co Ltd. (2117) Adjusted Stock Prices
2120,"Next Co., Ltd. (2120) Adjusted Stock Prices"
2121,"Mixi, Inc. (2121) Adjusted Stock Prices"
2122,Interspace Co Ltd (2122) Adjusted Stock Prices
2124,JAC Recruitment Co. Ltd. (2124) Adjusted Stock Prices
2127,Nihon M&A Center Inc. (2127) Adjusted Stock Prices
2130,Members Co Ltd (2130) Adjusted Stock Prices
2134,Sun Capital Management Corp. (2134) Adjusted Stock Prices
2136,HIP Corp. (2136) Adjusted Stock Prices
2138,Crooz Inc (2138) Adjusted Stock Prices
2139,Chuco Co.Ltd (2139) Adjusted Stock Prices
2146,UT Group Co.Ltd (2146) Adjusted Stock Prices
2148,ITmedia Inc. (2148) Adjusted Stock Prices
2150,"CareNet,Inc. (2150) Adjusted Stock Prices"
2151,Takeei Corp. (2151) Adjusted Stock Prices
2152,Youji Corp. (2152) Adjusted Stock Prices
2153,E J Holdings Inc (2153) Adjusted Stock Prices
2154,Trust Tech Inc (2154) Adjusted Stock Prices
2156,Saylor Advertising Inc. (2156) Adjusted Stock Prices
2157,"Koshidaka Holdings Co.,Ltd. (2157) Adjusted Stock Prices"
2158,Fronteo Inc. (2158) Adjusted Stock Prices
2159,Full Speed Inc. (2159) Adjusted Stock Prices
2160,GNI Group Ltd. (2160) Adjusted Stock Prices
2162,Nippon Manufacturing Service Corp (2162) Adjusted Stock Prices
2163,Artner Co. (2163) Adjusted Stock Prices
2164,Chiikishinbunsha Co Ltd (2164) Adjusted Stock Prices
2168,Pasona Group Inc. (2168) Adjusted Stock Prices
2169,"CDS Co.,Ltd. (2169) Adjusted Stock Prices"
2170,Link & Motivation Inc. (2170) Adjusted Stock Prices
2173,Hakuten Corporation (2173) Adjusted Stock Prices
2174,GCA Corporation (2174) Adjusted Stock Prices
2175,SMS Co Ltd (2175) Adjusted Stock Prices
2176,Ina Research Inc (2176) Adjusted Stock Prices
2178,Tri-Stage Inc (2178) Adjusted Stock Prices
2179,Seigakusya Co Ltd (2179) Adjusted Stock Prices
2180,Sunny Side Up Inc (2180) Adjusted Stock Prices
2181,Temp Holdings Co Ltd (2181) Adjusted Stock Prices
2183,Linical Co. Ltd (2183) Adjusted Stock Prices
2185,CMC Corporation (2185) Adjusted Stock Prices
2186,Sobal Corp (2186) Adjusted Stock Prices
2191,Tella (2191) Adjusted Stock Prices
2193,Cookpad Inc (2193) Adjusted Stock Prices
2195,"Amita Holdings Co.,Ltd. (2195) Adjusted Stock Prices"
2196,Escrit Inc. (2196) Adjusted Stock Prices
2198,IKK Inc (2198) Adjusted Stock Prices
2201,Morinaga & Co. Ltd. (2201) Adjusted Stock Prices
2204,nakamuraya Co. Ltd. (2204) Adjusted Stock Prices
2206,Ezaki Glico Co Ltd (2206) Adjusted Stock Prices
2207,Meito Sangyo Co. Ltd. (2207) Adjusted Stock Prices
2208,Bourbon Corporation (2208) Adjusted Stock Prices
2209,"Imuraya Group Co., Ltd. (2209) Adjusted Stock Prices"
2211,Fujiya Co. Ltd. (2211) Adjusted Stock Prices
2212,Yamazaki Baking Co Ltd (2212) Adjusted Stock Prices
2215,First Baking Co. Ltd. (2215) Adjusted Stock Prices
2216,Kanro Co. Ltd (2216) Adjusted Stock Prices
2217,Morozoff Limited (2217) Adjusted Stock Prices
2220,Kameda Seika Co. Ltd (2220) Adjusted Stock Prices
2221,"Iwatsuka Confectionery Co., Ltd. (2221) Adjusted Stock Prices"
2222,"Kotobuki Spirits Co., Ltd. (2222) Adjusted Stock Prices"
2224,"Como Co., Ltd (2224) Adjusted Stock Prices"
2226,Frente Co. Ltd. (2226) Adjusted Stock Prices
2229,"Calbee,Inc. (2229) Adjusted Stock Prices"
2264,Morinaga Milk Industry Co. Ltd. (2264) Adjusted Stock Prices
2266,Rokko Butter Co. Ltd. (2266) Adjusted Stock Prices
2267,Yakult Honsha Co Ltd (2267) Adjusted Stock Prices
2268,"B-R 31 Ice Cream Co., Ltd (2268) Adjusted Stock Prices"
2269,Meiji Holdings Co. Ltd (2269) Adjusted Stock Prices
2270,Megmilk Snow Brand Co Ltd (2270) Adjusted Stock Prices
2281,Prima Meat Packers Ltd. (2281) Adjusted Stock Prices
2282,NH Foods Ltd (2282) Adjusted Stock Prices
2286,Hayashikane Sangyo Co Ltd (2286) Adjusted Stock Prices
2288,Marudai Food Co. Ltd. (2288) Adjusted Stock Prices
2291,Fukutome Meat Packers Ltd. (2291) Adjusted Stock Prices
2292,S Foods Inc. (2292) Adjusted Stock Prices
2293,Takizawa Ham Co. Ltd. (2293) Adjusted Stock Prices
2294,Kakiyasu Honten Co. Ltd (2294) Adjusted Stock Prices
2296,Itoham Yonekyu Holdings Inc. (2296) Adjusted Stock Prices
2300,Kuokuto Co (2300) Adjusted Stock Prices
2301,Gakujo Co. Ltd (2301) Adjusted Stock Prices
2303,Dawn Corp (2303) Adjusted Stock Prices
2304,CSS Holdings Ltd. (2304) Adjusted Stock Prices
2305,Studio Alice (2305) Adjusted Stock Prices
2307,Cross Cat Co (2307) Adjusted Stock Prices
2309,Cmic Holdings Co Ltd. (2309) Adjusted Stock Prices
2311,"Epco Co., Ltd. (2311) Adjusted Stock Prices"
2315,Caica Inc. (2315) Adjusted Stock Prices
2317,Systena Corporation (2317) Adjusted Stock Prices
2321,Softfront Holdings (2321) Adjusted Stock Prices
2323,Fonfun Corp. (2323) Adjusted Stock Prices
2325,NJS Co.Ltd (2325) Adjusted Stock Prices
2326,Digital Arts Inc (2326) Adjusted Stock Prices
2327,NS Solutions Corp (2327) Adjusted Stock Prices
2329,Tohokushinsha Film Corp (2329) Adjusted Stock Prices
2330,Forside Co.Ltd (2330) Adjusted Stock Prices
2331,Sohgo Securities Co (2331) Adjusted Stock Prices
2332,Quest Co (2332) Adjusted Stock Prices
2334,eole Inc.
2335,Cube System Inc (2335) Adjusted Stock Prices
2337,Ichigo Inc. (2337) Adjusted Stock Prices
2338,Fasteps Co Ltd (2338) Adjusted Stock Prices
2340,Gokurakuyu Holdings Co. Ltd. (2340) Adjusted Stock Prices
2341,"Arbeit-Times Co., Ltd. (2341) Adjusted Stock Prices"
2342,Trans Genic Inc (2342) Adjusted Stock Prices
2344,Heian Ceremony Service Co (2344) Adjusted Stock Prices
2345,Istudy Co. Ltd. (2345) Adjusted Stock Prices
2349,"Nippon Information Development Co., Ltd. (2349) Adjusted Stock Prices"
2351,ASJ Inc (2351) Adjusted Stock Prices
2352,"Azia Co., Ltd. (2352) Adjusted Stock Prices"
2353,"Nippon Parking Development Co., Ltd. (2353) Adjusted Stock Prices"
2354,Yaskawa Information Systems Corp (2354) Adjusted Stock Prices
2359,Core Corporation (2359) Adjusted Stock Prices
2362,Yumeshin Holdings Co. Ltd. (2362) Adjusted Stock Prices
2370,Medinet Co (2370) Adjusted Stock Prices
2371,"KaKaKu.com, Inc (2371) Adjusted Stock Prices"
2372,Irom Group Co.Ltd (2372) Adjusted Stock Prices
2373,Care Twentyone Corp (2373) Adjusted Stock Prices
2374,Saint-Care Holding Corp. (2374) Adjusted Stock Prices
2375,ThreePro Group Inc. (2375) Adjusted Stock Prices
2376,Scinex Corp. (2376) Adjusted Stock Prices
2378,Renaissance Inc (2378) Adjusted Stock Prices
2379,DIP corporation (2379) Adjusted Stock Prices
2384,"SBS Holdings, Inc. (2384) Adjusted Stock Prices"
2385,Soiken Holdings Inc. (2385) Adjusted Stock Prices
2388,"Wedge Holdings Co., Ltd. (2388) Adjusted Stock Prices"
2389,OPT Holding Inc (2389) Adjusted Stock Prices
2391,Planet Inc (2391) Adjusted Stock Prices
2393,"Nippon Care Supply Co., Ltd. (2393) Adjusted Stock Prices"
2395,Shin Nippon Biomedical Laboratories (2395) Adjusted Stock Prices
2397,Dna Chip Research Inc (2397) Adjusted Stock Prices
2398,Tsukui Corporation (2398) Adjusted Stock Prices
2402,Amana Inc (2402) Adjusted Stock Prices
2404,Tetsujin Inc. (2404) Adjusted Stock Prices
2406,"Arte Salon Holdings, Inc. (2406) Adjusted Stock Prices"
2408,KG Intelligence Co. Ltd. (2408) Adjusted Stock Prices
2410,Career Design Center Co. Ltd. (2410) Adjusted Stock Prices
2411,Gendai Agency Inc (2411) Adjusted Stock Prices
2412,Benefit One Inc. (2412) Adjusted Stock Prices
2413,"M3, Inc. (2413) Adjusted Stock Prices"
2415,Human Holdings Co. Ltd. (2415) Adjusted Stock Prices
2418,Tsukada Global Holdings Inc (2418) Adjusted Stock Prices
2424,Brass Corporation (2424) Adjusted Stock Prices
2425,"Care Service Co.,Ltd. (2425) Adjusted Stock Prices"
2427,Outsourcing Inc. (2427) Adjusted Stock Prices
2428,Wellnet Corporation (2428) Adjusted Stock Prices
2429,World Holdings Co. Ltd (2429) Adjusted Stock Prices
2432,Dena Co Ltd (2432) Adjusted Stock Prices
2433,Hakuhodo Dy Hldgs Inc (2433) Adjusted Stock Prices
2435,Cedar Co Ltd (2435) Adjusted Stock Prices
2436,Kyodo Public Relations Co Ltd (2436) Adjusted Stock Prices
2437,Shinwa Art Auction Co Ltd (2437) Adjusted Stock Prices
2438,Asukanet Co Limited (2438) Adjusted Stock Prices
2440,Gurunavi Inc. (2440) Adjusted Stock Prices
2445,"SRG Takamiya Co., Ltd. (2445) Adjusted Stock Prices"
2449,Prap Japan Inc (2449) Adjusted Stock Prices
2453,"Japan Best Rescue System Co., Ltd. (2453) Adjusted Stock Prices"
2454,All About Inc (2454) Adjusted Stock Prices
2459,Aun Consultings Inc (2459) Adjusted Stock Prices
2461,F@N Communications Inc (2461) Adjusted Stock Prices
2462,Like Co. Ltd. (2462) Adjusted Stock Prices
2464,"Business Breakthrough, Inc. (2464) Adjusted Stock Prices"
2468,"FueTrek Co., Ltd. (2468) Adjusted Stock Prices"
2469,Hibino Corp. (2469) Adjusted Stock Prices
2471,S-Pool Inc (2471) Adjusted Stock Prices
2475,WDB Holdings Co Ltd. (2475) Adjusted Stock Prices
2477,Hikaku.com Corp. (2477) Adjusted Stock Prices
2479,Jtec Corp (2479) Adjusted Stock Prices
2480,"System Location Co., Ltd. (2480) Adjusted Stock Prices"
2481,Townnews-Sha Co Ltd (2481) Adjusted Stock Prices
2483,Honyaku Center Inc. (2483) Adjusted Stock Prices
2484,"Yume No Machi Souzou Iinkai Co., Ltd. (2484) Adjusted Stock Prices"
2485,Tear Corp (2485) Adjusted Stock Prices
2487,"CDG Co., Ltd. (2487) Adjusted Stock Prices"
2488,"Japan Third Party Co., Ltd. (2488) Adjusted Stock Prices"
2489,Adways Inc. (2489) Adjusted Stock Prices
2491,"ValueCommerce Co.,Ltd. (2491) Adjusted Stock Prices"
2492,Infomart Corp. (2492) Adjusted Stock Prices
2493,"E-Supportlink, Ltd. (2493) Adjusted Stock Prices"
2497,"United, Inc. (2497) Adjusted Stock Prices"
2498,ACKG Ltd (2498) Adjusted Stock Prices
2499,"Nihonwasou Holdings, Inc. (2499) Adjusted Stock Prices"
2501,Sapporo Holdings Ltd. (2501) Adjusted Stock Prices
2502,Asahi Group Holdings Ltd. (2502) Adjusted Stock Prices
2503,"Kirin Holdings Co., Ltd. (2503) Adjusted Stock Prices"
2531,Takara Holdings Inc. (2531) Adjusted Stock Prices
2533,"Oenon Holdings, Inc. (2533) Adjusted Stock Prices"
2540,Yomeishu Seizo Co Ltd (2540) Adjusted Stock Prices
2573,Hokkaido Coca-Cola Bottling Co Ltd (2573) Adjusted Stock Prices
2579,Coca-Cola West Company Limited (2579) Adjusted Stock Prices
2586,Fruta Fruta Inc. (2586) Adjusted Stock Prices
2587,Suntory Beverage & Food Limited (2587) Adjusted Stock Prices
2588,Premium Water Holdings Inc. (2588) Adjusted Stock Prices
2590,Dydo Group Holdings Inc. (2590) Adjusted Stock Prices
2593,ITO En Ltd (2593) Adjusted Stock Prices
2594,Key Coffee Inc (2594) Adjusted Stock Prices
2597,Unicafe Inc. (2597) Adjusted Stock Prices
2599,"Japan Foods Co., Ltd. (2599) Adjusted Stock Prices"
2602,"Nisshin OilliO Group, Ltd. (2602) Adjusted Stock Prices"
2607,Fuji Oil Holdings Inc. (2607) Adjusted Stock Prices
2608,Boso Oil&Fat Co. Ltd (2608) Adjusted Stock Prices
2612,Kadoya Sesame Mills Incorporated (2612) Adjusted Stock Prices
2613,"J-Oil Mills, Inc. (2613) Adjusted Stock Prices"
2651,Lawson Inc. (2651) Adjusted Stock Prices
2652,Mandarake Inc. (2652) Adjusted Stock Prices
2653,"Aeon Kyushu Co.,Ltd. (2653) Adjusted Stock Prices"
2654,Asmo Corporation (2654) Adjusted Stock Prices
2656,Vector Inc. (2656) Adjusted Stock Prices
2659,"San-A Co., Ltd. (2659) Adjusted Stock Prices"
2664,Cawachi Limited (2664) Adjusted Stock Prices
2666,"Autowave Co., Ltd. (2666) Adjusted Stock Prices"
2667,Imageone Co. Ltd. (2667) Adjusted Stock Prices
2668,Tabio Corp. (2668) Adjusted Stock Prices
2669,"Kanemi Co., Ltd. (2669) Adjusted Stock Prices"
2670,ABC-Mart Inc. (2670) Adjusted Stock Prices
2673,Yumemitsuketai Co Ltd. (2673) Adjusted Stock Prices
2674,"Hard off Corporation Co., Ltd. (2674) Adjusted Stock Prices"
2675,Dynac Corporation (2675) Adjusted Stock Prices
2676,"Takachiho Koheki Co., Ltd. (2676) Adjusted Stock Prices"
2678,Askul Corporation (2678) Adjusted Stock Prices
2681,Geo Holdings Corporation (2681) Adjusted Stock Prices
2683,"Uoki Co., Ltd. (2683) Adjusted Stock Prices"
2685,Adastria Co.Ltd. (2685) Adjusted Stock Prices
2686,Gfoot Co Ltd (2686) Adjusted Stock Prices
2687,CVS Bay Area Inc. (2687) Adjusted Stock Prices
2689,"Kawanishi Holdings, Inc. (2689) Adjusted Stock Prices"
2692,Itochu-Shokuhin Co Ltd (2692) Adjusted Stock Prices
2693,YKT Corporation (2693) Adjusted Stock Prices
2694,"G. taste Co., Ltd. (2694) Adjusted Stock Prices"
2695,Kura Corporation (2695) Adjusted Stock Prices
2698,Can Do Co. Ltd (2698) Adjusted Stock Prices
2700,"Kitoku Shinryo Co., Ltd. (2700) Adjusted Stock Prices"
2702,McDonald`s Holdings Co. (Japan) Ltd. (2702) Adjusted Stock Prices
2705,Ootoya Holdings Co Ltd. (2705) Adjusted Stock Prices
2706,Broccoli Co. Ltd (2706) Adjusted Stock Prices
2708,Kuze Co. Ltd (2708) Adjusted Stock Prices
2714,Pla Matels Corp. (2714) Adjusted Stock Prices
2715,Elematec Corporation (2715) Adjusted Stock Prices
2721,J-Holdings Corp. (2721) Adjusted Stock Prices
2722,I.K.Co Ltd (2722) Adjusted Stock Prices
2726,Pal Group Holdings Co Ltd (2726) Adjusted Stock Prices
2729,Jalux Inc (2729) Adjusted Stock Prices
2730,Edion (2730) Adjusted Stock Prices
2733,Arata (2733) Adjusted Stock Prices
2734,Sala Corp (2734) Adjusted Stock Prices
2735,Watts Co (2735) Adjusted Stock Prices
2736,Sadamatsu Company (2736) Adjusted Stock Prices
2737,Tomen Devices Corp (2737) Adjusted Stock Prices
2742,Hallows Co (2742) Adjusted Stock Prices
2743,Pixel Companyz Inc. (2743) Adjusted Stock Prices
2747,Hokuyu Lucky Co (2747) Adjusted Stock Prices
2749,JP-Holdings Inc (2749) Adjusted Stock Prices
2750,Ishimitsu(S) & Co (2750) Adjusted Stock Prices
2751,Tenpos Busters Co (2751) Adjusted Stock Prices
2752,Fujio Food System Co (2752) Adjusted Stock Prices
2753,Amiyaki Tei Co Ltd (2753) Adjusted Stock Prices
2754,"Tokatsu Holdings Co., Ltd. (2754) Adjusted Stock Prices"
2760,Tokyo Electron Device (2760) Adjusted Stock Prices
2761,"Toshin Group co.,ltd. (2761) Adjusted Stock Prices"
